City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,dingle,10.9995,122.6711,74.26,94,68,7.16,PH,1675351258
282,saint-pierre,-21.3393,55.4781,82.08,78,75,17.27,RE,1675351258
283,mount pleasant,32.7941,-79.8626,55.08,98,100,4.61,US,1675351259
284,ilinskiy,55.619,38.1182,32.38,83,75,8.99,RU,1675350967
285,saint-philippe,-21.3585,55.7679,81.99,83,54,11.65,RE,1675351259
286,banda aceh,5.5577,95.3222,78.76,84,52,5.95,ID,1675351260
287,asau,46.4333,26.4,33.28,82,97,5.91,RO,1675351261
288,moussoro,13.6408,16.4901,90.91,11,100,15.99,TD,1675351261
289,matara,5.9485,80.5353,75.83,90,100,2.42,LK,1675351262
290,pacific grove,36.6177,-121.9166,42.55,65,0,5.75,US,1675351262
291,matay,28.419,30.7792,61.38,32,0,7.54,EG,1675351263
292,raudeberg,61.9875,5.1352,34.47,76,100,6.71,NO,1675351263
293,menongue,-14.6585,17.691,76.77,66,86,0.92,AO,1675351263
294,havre-saint-pierre,50.2334,-63.5986,10.4,85,100,13.8,CA,1675351264
295,faya,18.3851,42.4509,60.91,67,20,7.34,SA,1675351264
296,mahina,-17.5065,-149.489,76.77,73,20,3.44,PF,1675351265
297,clyde river,70.4692,-68.5914,-25.37,68,40,10.36,CA,1675351266
298,lompoc,34.6391,-120.4579,54.79,74,0,8.05,US,1675351267
299,half moon bay,37.4636,-122.4286,47.26,74,0,3.44,US,1675351268
300,buzmeyin,38.0507,58.2056,49.73,71,40,2.3,TM,1675351268
301,hithadhoo,-0.6,73.0833,82.45,65,95,16.08,MV,1675351269
302,manaus,-3.1019,-60.025,84.7,70,40,6.91,BR,1675351031
303,esperance,-33.8667,121.9,62.24,72,68,12.06,AU,1675351270
304,safford,32.834,-109.7076,47.12,64,0,5.75,US,1675351270
305,salinopolis,-0.6136,-47.3561,73.45,97,100,3.71,BR,1675351270
306,namie,37.4833,141.0,33.71,69,100,9.19,JP,1675351271
307,namibe,-15.1961,12.1522,78.51,68,56,11.34,AO,1675351271
308,verkhnevilyuysk,63.4453,120.3167,-12.64,95,100,5.75,RU,1675351271
309,padang,-0.9492,100.3543,77.05,83,96,3.62,ID,1675351049
310,port hardy,50.6996,-127.4199,42.98,75,100,24.16,CA,1675351272
311,northam,51.0333,-4.2167,51.39,94,100,14.45,GB,1675351272
312,oberstdorf,47.4,10.2833,38.64,89,100,4.0,DE,1675351033
313,tara,56.8944,74.371,2.97,100,95,3.36,RU,1675351273
314,omboue,-1.5746,9.2618,84.88,72,43,10.71,GA,1675351273
315,maniwaki,46.3834,-75.966,19.78,86,100,10.36,CA,1675351273
316,usagara,-2.6833,33.0,78.53,47,40,6.89,TZ,1675351274
317,buala,-8.145,159.5921,79.2,85,96,5.59,SB,1675351274
318,loreto,22.2667,-101.9667,54.37,57,66,8.59,MX,1675351274
319,hatillo,18.4863,-66.8254,85.86,73,19,10.0,PR,1675351275
320,skjervoy,70.0311,20.9714,10.4,60,99,7.07,NO,1675351275
321,udachnyy,66.4167,112.4,-19.66,98,100,4.05,RU,1675351276
322,mgandu,-5.95,34.1333,67.23,82,85,4.38,TZ,1675351276
323,encruzilhada do sul,-30.5439,-52.5219,90.09,33,32,5.57,BR,1675351277
324,tolaga bay,-38.3667,178.3,64.15,95,99,9.84,NZ,1675351277
325,anaconda,46.1285,-112.9423,0.59,84,94,7.47,US,1675351277
326,peniche,39.3558,-9.3811,62.29,61,0,5.3,PT,1675351278
327,tangua,-22.7303,-42.7142,89.02,53,99,2.01,BR,1675351278
328,fortuna,40.5982,-124.1573,47.32,49,0,13.8,US,1675351278
329,makakilo city,21.3469,-158.0858,68.99,86,0,4.61,US,1675351279
330,batagay,67.6333,134.6333,-28.12,98,100,2.1,RU,1675351279
331,olafsvik,64.8945,-23.7142,34.84,99,100,30.31,IS,1675351280
332,svencionys,55.15,26.1667,29.91,94,100,7.9,LT,1675351280
333,caceres,39.522,-6.3748,55.36,50,0,4.43,ES,1675351280
334,pangai,-19.8,-174.35,80.33,82,87,19.77,TO,1675351281
335,lazaro cardenas,17.9583,-102.2,77.72,37,4,3.51,MX,1675351281
336,sesheke,-17.4759,24.2968,80.78,64,44,6.26,ZM,1675351281
337,eyl,7.9803,49.8164,76.48,66,0,19.84,SO,1675351282
338,chimbote,-9.0853,-78.5783,75.16,70,90,6.22,PE,1675351033
339,villa carlos paz,-31.4241,-64.4978,70.88,40,63,4.21,AR,1675351282
340,oudtshoorn,-33.5907,22.2014,66.56,51,0,13.51,ZA,1675351283
341,agirish,61.9247,63.0231,7.74,98,45,4.16,RU,1675351183
342,borba,-4.3878,-59.5939,82.92,68,83,4.21,BR,1675351284
343,nerchinskiy zavod,51.3088,119.61,-18.38,97,100,1.54,RU,1675351284
344,coahuayana,18.7333,-103.6833,76.69,38,4,3.69,MX,1675351284
345,san pedro,14.35,121.0167,81.36,82,40,5.75,PH,1675351285
346,rawlins,41.7911,-107.2387,21.09,58,0,9.06,US,1675351285
347,regeneracao,-6.2378,-42.6883,92.34,39,100,5.79,BR,1675351286
348,rapid valley,44.0625,-103.1463,20.77,86,100,11.99,US,1675351286
349,surt,31.2089,16.5887,60.57,52,36,5.99,LY,1675351286
350,balabac,7.9868,117.0645,80.67,84,98,14.99,PH,1675351287
351,kutum,14.2,24.6667,76.91,14,19,13.15,SD,1675351287
352,stonewall,50.1344,-97.3268,-14.3,89,53,12.57,CA,1675351288
353,brae,60.3964,-1.353,42.46,94,100,24.38,GB,1675351289
354,liverpool,53.4106,-2.9779,53.74,76,75,23.02,GB,1675351086
355,athabasca,54.7169,-113.2854,-16.19,87,100,10.87,CA,1675351290
356,tessalit,20.1986,1.0114,81.03,7,21,8.68,ML,1675351290
357,champerico,14.3,-91.9167,82.94,60,5,2.66,GT,1675351291
358,waipawa,-41.4122,175.5153,62.22,87,97,4.23,NZ,1675351291
359,tanout,14.9709,8.8879,87.98,10,25,13.47,NE,1675351292
360,vallenar,-28.5708,-70.7581,82.24,36,0,6.53,CL,1675351292
361,college,64.8569,-147.8028,11.59,85,100,4.61,US,1675351292
362,slave lake,55.2834,-114.769,-11.22,77,100,13.8,CA,1675351293
363,valdepenas,38.7621,-3.3848,55.85,30,0,3.06,ES,1675351293
364,fukue,32.6881,128.8419,49.26,60,86,12.57,JP,1675351294
365,mahebourg,-20.4081,57.7,81.25,83,40,6.91,MU,1675351294
366,viedma,-40.8135,-62.9967,81.07,36,48,7.23,AR,1675351294
367,nishihara,26.1842,127.7558,61.88,72,0,6.91,JP,1675351295
368,shanghai,31.2222,121.4581,41.94,69,0,8.95,CN,1675351145
369,nakapiripirit,1.9167,34.7833,86.27,18,99,17.34,UG,1675351295
370,verkh-usugli,52.7,115.1667,-13.65,97,27,3.62,RU,1675351296
371,lokossa,6.6387,1.7167,96.48,37,11,10.63,BJ,1675351296
372,barcelos,41.5388,-8.6151,60.91,42,0,0.65,PT,1675351296
373,huilong,31.8111,121.655,39.92,71,100,7.76,CN,1675351297
374,griffith,41.5284,-87.4237,28.27,66,0,12.66,US,1675351297
375,mogadishu,2.0371,45.3438,80.47,78,0,19.57,SO,1675351298
376,kosh-agach,50.0,88.6667,-10.01,85,12,2.8,RU,1675351298
377,ahuimanu,21.4447,-157.8378,70.18,93,0,3.44,US,1675351298
378,koppang,61.5706,11.0555,14.47,90,5,2.8,NO,1675351299
379,contamana,-7.3333,-75.0167,79.41,85,98,2.37,PE,1675351299
380,lityn,49.3251,28.0809,32.34,90,100,7.56,UA,1675351299
381,sioux lookout,50.1001,-91.917,-18.33,63,20,14.97,CA,1675351300
382,puerto escondido,15.85,-97.0667,77.83,88,0,2.3,MX,1675351300
383,massakory,12.996,15.7293,92.48,12,89,14.34,TD,1675351301
384,geraldton,-28.7667,114.6,75.61,73,47,6.91,AU,1675351301
385,batagay-alyta,67.8006,130.4114,-22.81,98,100,0.54,RU,1675351301
386,querfurt,51.3833,11.6,43.12,79,100,12.24,DE,1675351302
387,gamba,-2.65,10.0,84.67,72,30,11.63,GA,1675351302
388,darhan,49.4867,105.9228,-7.19,97,89,4.94,MN,1675351303
389,umm lajj,25.0213,37.2685,68.31,50,0,11.72,SA,1675351303
390,mabaruma,8.2,-59.7833,81.99,63,23,5.95,GY,1675351303
391,husavik,66.0449,-17.3389,33.46,86,100,18.41,IS,1675351304
392,adre,13.4667,22.2,88.18,11,6,11.72,TD,1675351304
393,lorengau,-2.0226,147.2712,80.85,78,29,2.82,PG,1675351304
394,balad,34.0164,44.1453,54.99,43,10,10.2,IQ,1675351305
395,xiongyue,40.1774,122.1228,22.5,48,100,0.65,CN,1675351305
396,dhidhdhoo,6.8833,73.1,80.53,73,100,11.86,MV,1675351306
397,gafanha da encarnacao,40.6181,-8.733,65.05,53,0,5.61,PT,1675351307
398,urdoma,61.7533,48.5442,21.06,95,100,6.33,RU,1675351307
399,kapoeta,4.7717,33.5903,94.06,22,22,5.86,SS,1675351308
400,isangel,-19.55,169.2667,79.48,86,19,3.96,VU,1675351308
401,palani,10.4667,77.5333,71.38,88,100,4.59,IN,1675351309
402,wilmington,34.2257,-77.9447,42.71,89,100,5.99,US,1675351310
403,meulaboh,4.1363,96.1285,78.64,83,99,1.14,ID,1675351311
404,krasnoselkup,65.7,82.4667,3.92,98,70,9.08,RU,1675351312
405,port keats,-14.25,129.55,82.27,83,84,8.16,AU,1675351313
406,nouadhibou,20.931,-17.0347,80.58,12,67,4.61,MR,1675351313
407,rangkasbitung,-6.3591,106.2494,81.37,88,100,4.25,ID,1675351314
408,north bend,43.4065,-124.2243,42.08,93,0,8.05,US,1675351314
409,vardo,70.3705,31.1107,22.98,86,20,4.61,NO,1675351314
410,hambantota,6.1241,81.1185,77.58,86,97,10.09,LK,1675351315
411,kirkenes,69.7271,30.0458,21.42,86,0,4.61,NO,1675351315
412,richards bay,-28.783,32.0377,79.39,76,87,4.05,ZA,1675351315
413,vostochnyy,55.8167,37.8667,31.1,95,98,9.98,RU,1675351316
414,thanjavur,10.8,79.15,73.96,85,100,10.63,IN,1675351316
415,henties bay,-22.116,14.2845,67.6,75,40,10.56,NA,1675351316
416,merauke,-8.4667,140.3333,77.31,93,100,7.38,ID,1675351317
417,kita,13.0349,-9.4895,99.55,7,61,2.42,ML,1675351317
418,muros,42.7762,-9.0603,61.14,65,0,4.97,ES,1675351317
419,selikhino,50.3672,137.4996,-11.92,100,100,3.0,RU,1675351318
420,tual,-5.6667,132.75,83.66,76,57,13.4,ID,1675351318
421,conceicao do araguaia,-8.2578,-49.2647,84.42,64,100,4.5,BR,1675351319
422,innerleithen,55.6193,-3.063,49.69,86,100,7.0,GB,1675351319
423,vrangel,42.7297,133.0839,14.4,58,0,12.71,RU,1675351319
424,isilkul,54.9109,71.2728,-1.84,95,51,3.13,RU,1675351320
425,itarema,-2.9248,-39.9167,86.23,62,69,13.96,BR,1675351320
426,broken hill,-31.95,141.4333,61.65,49,1,20.67,AU,1675351321
427,macas,-2.3167,-78.1167,69.55,94,100,2.3,EC,1675351321
428,mayumba,-3.432,10.6554,83.48,75,10,9.13,GA,1675351321
429,zyryanka,65.75,150.85,-35.52,100,94,4.63,RU,1675351322
430,eydhafushi,5.1033,73.0708,80.19,70,82,12.84,MV,1675351322
431,jilin,43.0,126.0,-5.71,96,10,2.71,CN,1675351323
432,sabang,5.8933,95.3214,81.39,78,21,10.45,ID,1675351323
433,kothapet,19.3333,79.4833,71.8,15,82,5.66,IN,1675351323
434,mosquera,4.7059,-74.2302,60.89,59,20,5.75,CO,1675351324
435,yashkul,46.1711,45.3435,35.74,54,100,3.2,RU,1675351324
436,calbuco,-41.768,-73.1273,67.21,70,6,11.03,CL,1675351325
437,la cruz,23.9167,-106.9,63.61,72,93,7.38,MX,1675351325
438,sayyan,15.1718,44.3244,64.78,36,7,0.76,YE,1675351325
439,camden,39.7835,-74.9663,36.91,51,100,1.01,US,1675351326
440,lagunas,-5.2269,-75.6753,89.53,40,89,4.81,PE,1675351326
441,omsukchan,62.5333,155.8,-18.71,98,39,2.59,RU,1675351326
442,sawakin,19.1059,37.3321,73.33,54,35,16.15,SD,1675351327
443,boyolangu,-8.1181,111.8935,74.73,92,100,8.32,ID,1675351327
444,katobu,-4.9408,122.5276,74.17,96,100,3.29,ID,1675351328
445,siocon,7.7061,122.1353,77.02,86,100,7.14,PH,1675351328
446,dauriya,49.9333,116.8667,-13.31,97,67,2.08,RU,1675351329
447,mari-turek,56.7895,49.6235,12.36,92,99,7.4,RU,1675351329
448,lucea,18.451,-78.1736,84.85,70,7,22.39,JM,1675351330
449,santa cruz,-17.8,-63.1667,77.05,83,75,10.36,BO,1675351079
450,whitley bay,55.0397,-1.4471,52.81,76,40,23.02,GB,1675351331
451,chaozhou,23.6651,116.6379,57.06,83,23,1.79,CN,1675351332
452,kulhudhuffushi,6.6221,73.07,80.37,73,100,11.7,MV,1675351332
453,jurm,36.8648,70.8342,39.18,91,100,1.3,AF,1675351332
454,kimbe,-5.5502,150.1429,77.22,90,99,1.88,PG,1675351333
455,kavaratti,10.5669,72.642,80.47,78,56,10.27,IN,1675351334
456,porto belo,-27.1578,-48.5531,87.19,73,13,11.63,BR,1675351334
457,mercedes,-34.6515,-59.4307,80.94,56,74,2.48,AR,1675351334
458,loa janan,-0.583,117.095,73.63,99,100,1.7,ID,1675351335
459,aquiles serdan,17.7833,-92.2833,74.21,85,4,4.99,MX,1675351335
460,sao jose da coroa grande,-8.8978,-35.1478,84.13,64,47,9.64,BR,1675351335
461,sakakah,29.9697,40.2064,56.77,38,1,11.36,SA,1675351336
462,nikolskoye,59.7035,30.7861,30.09,98,100,2.68,RU,1675351336
463,hobyo,5.3505,48.5268,77.13,65,96,18.88,SO,1675351336
464,concordia,-31.393,-58.0209,75.27,77,100,16.11,AR,1675351337
465,qeshm,26.9581,56.2719,71.49,75,49,10.11,IR,1675351204
466,mehamn,71.0357,27.8492,24.75,100,98,4.61,NO,1675351068
467,lodja,-3.4833,23.4333,88.36,46,33,1.57,CD,1675351338
468,santa isabel do rio negro,-0.4139,-65.0192,89.38,49,35,5.26,BR,1675351338
469,nevinnomyssk,44.6267,41.9453,31.26,91,99,2.15,RU,1675351338
470,vaitape,-16.5167,-151.75,80.62,76,33,20.56,PF,1675351339
471,bathsheba,13.2167,-59.5167,84.81,58,40,19.57,BB,1675351339
472,soyo,-6.1349,12.3689,85.35,71,15,11.68,AO,1675351340
473,abu dhabi,24.4667,54.3667,77.11,62,0,3.44,AE,1675351261
474,srednekolymsk,67.45,153.6833,-31.76,100,95,3.15,RU,1675351113
475,inhambane,-23.865,35.3833,85.98,66,20,11.5,MZ,1675351341
476,evensk,61.95,159.2333,-6.25,85,30,7.7,RU,1675351342
477,makokou,0.5738,12.8642,83.17,58,72,5.17,GA,1675351342
478,bilibino,68.0546,166.4372,0.45,96,100,2.44,RU,1675351343
479,taoudenni,22.6783,-3.9836,70.77,11,66,16.78,ML,1675351344
480,pangkalanbuun,-2.6833,111.6167,73.31,96,100,1.36,ID,1675351344
481,wanning,18.8003,110.3967,71.19,95,94,7.29,CN,1675351345
482,fare,-16.7,-151.0167,80.92,76,1,19.6,PF,1675351345
483,svetlogorsk,52.6333,29.7333,33.13,91,100,6.17,BY,1675351345
484,newport,51.5877,-2.9984,53.11,91,96,15.21,GB,1675351346
485,shubarkuduk,49.1447,56.4872,12.49,85,90,7.74,KZ,1675351346
486,pavlogradka,54.2024,73.5592,-5.93,97,5,2.62,RU,1675351347
487,eureka,40.8021,-124.1637,47.59,99,100,5.59,US,1675351347
488,hanko,59.8333,22.95,28.15,77,8,16.93,FI,1675351272
489,tayoltita,24.0833,-105.9333,60.69,66,38,1.39,MX,1675351348
490,melukote,12.6589,76.6506,73.81,51,97,11.61,IN,1675351349
491,vila franca do campo,37.7167,-25.4333,61.21,73,85,11.39,PT,1675351349
492,heerenveen,52.95,5.9333,45.99,95,100,10.58,NL,1675351219
493,matagami,49.7502,-77.6328,-0.29,85,100,2.3,CA,1675351350
494,radchenko,56.6803,36.3718,27.81,93,100,8.55,RU,1675351350
495,tecoanapa,16.5167,-98.75,78.15,48,0,2.95,MX,1675351351
496,bunia,1.5667,30.25,84.6,25,36,5.32,CD,1675351351
497,hamilton,39.1834,-84.5333,32.65,63,0,8.05,US,1675351352
498,novokorsunskaya,45.6408,39.1464,37.63,62,75,5.26,RU,1675351352
499,ostrovnoy,68.0531,39.5131,22.62,91,100,14.18,RU,1675351353
500,mitsamiouli,-11.3847,43.2844,82.15,75,100,1.5,KM,1675351354
501,callaway,30.153,-85.5699,69.85,99,100,11.5,US,1675351354
502,simao,22.7886,100.9748,61.05,54,35,2.04,CN,1675351354
503,shingu,33.7333,135.9833,36.73,69,100,6.73,JP,1675351355
504,buraydah,26.326,43.975,63.05,26,0,13.33,SA,1675351100
505,finschhafen,-6.6024,147.8681,81.1,84,99,11.16,PG,1675351356
506,santa cruz del sur,20.7147,-77.9956,81.5,54,50,17.69,CU,1675351356
507,dano,11.15,-3.0667,99.45,6,10,2.62,BF,1675351357
508,leczyca,52.0596,19.1997,35.08,77,57,15.99,PL,1675351357
509,carmen,18.6333,-91.8333,77.04,83,20,11.5,MX,1675351357
510,gemena,3.25,19.7667,95.47,27,84,2.84,CD,1675351358
511,sola,-13.8833,167.55,81.75,73,28,7.63,VU,1675351358
512,berezayka,57.9883,33.9036,26.96,94,100,7.63,RU,1675351358
513,biloxi,30.396,-88.8853,55.45,94,100,6.91,US,1675351359
514,armidale,-30.5167,151.65,60.06,55,0,5.44,AU,1675351359
515,hamakita,34.8,137.7833,41.85,41,100,6.2,JP,1675351359
516,mishan,45.55,131.8833,-4.9,92,8,6.11,CN,1675351263
517,mecca,21.4267,39.8261,73.36,30,4,10.85,SA,1675351160
518,pimenteiras,-6.2453,-41.4192,92.44,37,99,6.85,BR,1675351360
519,salur,18.5333,83.2167,70.03,67,16,2.28,IN,1675351360
520,lubango,-14.9172,13.4925,72.55,61,96,7.11,AO,1675351361
521,tayu,-6.5397,111.0518,76.8,88,100,8.75,ID,1675351361
522,vinh,18.6667,105.6667,68.86,95,100,1.86,VN,1675351361
523,vila velha,-20.3297,-40.2925,89.55,64,20,13.8,BR,1675351236
524,westport,41.1415,-73.3579,34.41,58,0,5.99,US,1675351362
525,saint-francois,46.4154,3.9054,45.84,74,100,6.91,FR,1675351362
526,kostryzhivka,48.6545,25.7132,35.11,84,85,0.54,UA,1675351363
527,canete,-37.8,-73.4,71.85,41,0,10.98,CL,1675351363
528,kpalime,6.9,0.6333,96.69,29,1,4.72,TG,1675351363
529,nanortalik,60.1432,-45.2371,19.47,77,100,21.05,GL,1675351364
530,astana,51.1801,71.446,-0.45,78,5,13.42,KZ,1675351296
531,harindanga,22.0383,88.3214,70.83,20,51,8.16,IN,1675351365
532,porto novo,6.4965,2.6036,89.42,55,7,11.21,BJ,1675351365
533,wasilla,61.5814,-149.4394,27.93,92,100,4.61,US,1675351365
534,vatne,62.5667,6.65,30.0,85,26,7.38,NO,1675351366
535,leiyang,26.4024,112.8591,41.95,70,100,7.14,CN,1675351366
536,portland,45.5234,-122.6762,37.18,83,20,3.44,US,1675351190
537,salamiyah,35.0113,37.0532,45.61,64,4,20.6,SY,1675351367
538,boma,7.0805,-2.1697,102.25,18,13,2.21,GH,1675351368
539,krasnoarmeysk,51.0239,45.6969,21.36,95,100,4.54,RU,1675351369
540,yingkou,40.6648,122.2283,22.17,59,100,4.52,CN,1675351369
541,jimani,18.4917,-71.8502,84.09,43,7,6.51,DO,1675351369
542,yurginskoye,56.8189,67.3921,12.25,94,99,4.0,RU,1675351370
543,rolante,-29.6506,-50.5758,95.67,37,0,3.94,BR,1675351370
544,sydney,-33.8679,151.2073,74.5,67,0,5.75,AU,1675351274
545,kaohsiung,22.6163,120.3133,67.95,68,40,4.61,TW,1675351371
546,coihaique,-45.5752,-72.0662,65.01,63,75,10.36,CL,1675351190
547,lakselv,70.0513,24.9718,8.42,85,20,3.44,NO,1675351262
548,olinda,-8.0089,-34.8553,85.73,66,40,9.22,BR,1675351372
549,gafargaon,24.4333,90.5667,65.84,30,70,7.34,BD,1675351372
550,kalanguy,51.0167,116.5167,-13.54,99,77,3.29,RU,1675351373
551,vila do maio,15.1333,-23.2167,77.79,74,47,17.49,CV,1675351373
552,roald,62.5833,6.1333,34.32,80,0,13.8,NO,1675351374
553,severo-yeniseyskiy,60.3725,93.0408,4.05,95,100,5.35,RU,1675351375
554,coquimbo,-29.9533,-71.3436,67.73,72,20,16.11,CL,1675351158
555,szendro,48.4,20.7333,41.14,66,100,10.65,HU,1675351376
556,pingdingshan,33.7385,113.3012,31.17,67,23,1.5,CN,1675351376
557,amet,25.3,73.9333,62.51,29,5,3.67,IN,1675351377
558,progreso,21.2833,-89.6667,79.11,77,13,7.83,MX,1675351377
559,anadyr,64.75,177.4833,21.7,79,0,17.9,RU,1675351149
560,mackenzie,55.2999,-123.1698,10.62,85,100,0.0,CA,1675351378
561,rudnichnyy,59.617,52.4703,12.52,93,97,5.86,RU,1675351378
